id,title,description,group
769,McConnell tries to tamp down health concerns after second incident ,"Senate Minority Leader Mitch McConnell (R-Ky.) on Wednesday suffered his second public incident of freezing up in five weeks, prompting questions about his health that his aides have declined to address.",69
770,Abortion fight unites the left and rattles the right in key Wis. battleground,"Republicans in Door County, which has backed all but two presidential winners in the last 50 years, are grappling with the political fallout of an unpopular ban.",74
3034,U.S. Seized Iranian Oil Over Smuggling Incident That Escalated Tensions in Gulf,"The apprehension of the ship, the Suez Rajan, came after a group opposed to Iran raised accusations of sanctions violations last year.",23
775,Ex-congressman Peter Meijer launches exploratory committee for Senate run,The Michigan lawmaker was defeated in a Republican primary last year after being one of 10 Republicans to vote to impeach Donald Trump.,40
777,A different way to consider McConnell’s (and Feinstein’s) Senate service,Most importantly: a different way to consider Lisa Murkowski’s.,69
778,Trump’s habit of exaggerating his net worth lands in front of a judge,It’s been clear for years that Trump overstates his net worth. The question is whether he did so in ways that leave him vulnerable to sanction.,23
773,Giuliani’s first big legal loss is a blistering one,A federal judge ruled that Giuliani is liable for defaming two election workers. And she was unsparing in her reasoning.,68
776,"Justice Thomas details jet travel, property deal with billionaire","Supreme Court justice reports three trips on billionaire Harlan Crow’s jet, says one was for security reasons after leak of ruling that ended Roe v. Wade.",19
779,Proud Boy leader Joseph Biggs sentenced to 17 years for Jan. 6 crimes,The former Proud Boys leader was sentenced to one year shy of the longest punishment for a Jan. 6 defendant. Co-defendant Zachary Rehl was sentenced to 15 years.,72
771,What was Giuliani allegedly hiding?,A judge said Rudy Giuliani deliberately flouted his obligations to save and turn over communications. That would seem to say plenty about his legal jeopardy.,68
780,The average age of Congress is rising. That’s unlikely to change soon.,The average age of Congress is rising with the current class of lawmakers one of the oldest in history.,64
781,Who is running for president in 2024? Meet the candidates.,We are tracking the Democrats and Republicans who have announced they are running for president in the 2024 election.,35
782,The falsehoods you’re allowed to tell on Fox News,Laura Ingraham let plenty of false claims from John Eastman fly in her two-part interview with him — except one.,114
784,"White House asks Congress to pass short-term spending deal, boost food aid",The federal government will shut down on Oct. 1 unless lawmakers either extend current spending or fund programs through next year,26
785,Mitch McConnell appears to freeze again while talking with reporters,"The freezing incident in Kentucky mirrored another occasion when Mitch McConnell, the Senate minority leader, abruptly stopped speaking last month.",69
786," Liberals raise alarms, calling on Biden to sharpen reelection pitch","Left-leaning Democrats have backed the president, but some worry his second-term agenda lacks ambition.",15
787,Biden loves to retell certain stories. Some aren’t credible.,Here’s a guide to some of the stories told by President Biden that cannot be verified or are not plausible.,44
789,Trump co-defendant reaches bond agreement after weekend in jail,"Harrison William Prescott Floyd, who faces allegations that he harassed an Atlanta-area election worker in the weeks following the 2020 presidential election, posted bond of $100,000 Tuesday.",35
790,Tenn. lawmakers refused to act on guns. A GOP mother is still pushing. ,"Melissa Alexander says Covenant parents stood up to a GOP supermajority and lost, but this is the moment when ‘things started to change.’",33
3035,"McConnell, Dismissing Health Concerns, Says He Will Finish His Senate Term","The Kentucky Republican said he would finish his term as leader, which runs through 2024, and in the Senate, where he was elected to serve through 2026.",69
791,Former U.N. ambassador Bill Richardson is dead at age 75,Bill Richardson served in the Clinton administration and later traveled the globe on missions to free hostages and political prisoners.,7
797,Is America ready for another impeachment? McCarthy thinks maybe so.,Any further GOP investigations into the president with the word “impeachment” would come with considerable risk for the Republican Party.,6
798,Trump’s Truth Social facing a key funding deadline,"With the merger stalled for months, Digital World is fast approaching a Sept. 8 deadline for the merger to close and has scheduled a shareholder vote for Tuesday to extend the deadline another year.",80
799,McCain’s political heirs carry on his fight against Trumpian isolationism,The institute bearing John McCain’s name says the Republican Party’s retreat from its strong national security stance would shock the senator if he were alive.,56
800,Trump lawyers evoke 1931 trial of ‘Scottsboro boys’ in election case,"In 1931, nine Black teens were wrongfully convicted of raping two White women. Trump’s lawyers cited the case in their unsuccessful bid to delay trial until 2026.",0
801,"Ex-employee sues CPAC alleging racial bias, defamation by Schlapp, others","The lawsuit against CPAC threatens to compound legal expenses for the conservative organization, which is facing other litigation.",14
794,Brian Kemp ushers his party away from the Trumpian deep end — again,"In rejecting an effort to target Trump prosecutor Fani Willis (D), the Georgia governor undercut the GOP’s whole “weaponization” push.",33
3039,Biden Administration to Bar Drilling on Millions of Acres in Alaska,The administration will cancel oil and gas leases in the Arctic National Wildlife Refuge and set aside more than half of the National Petroleum Reserve.,46
772,How Trump’s March 4 trial date works with the Republican delegate math,Seventy-five percent of delegates — or more — could be determined before the case is turned over to Trump’s defense.,12
3041,Mike Rogers Announces Senate Bid in Michigan,"Mr. Rogers, who once led the House Intelligence Committee, is the most prominent Republican so far in the race to replace Senator Debbie Stabenow, a Democrat who is retiring.",40
